location,player,player_id,position,shot_aerial_won,shot_first_time,shot_statsbomb_xg,under_pressure,shot_open_goal,shot_follows_dribble,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle
"[96.2, 38.7]",Ross Barkley,4275.0,Center Attacking Midfield,0,0,0.06422322,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.2,38.7,23.835477759004533,19.026565456776027
"[105.4, 42.4]",Arouna Koné,26696.0,Center Forward,0,1,0.36369705,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.4,42.4,14.795945390545338,29.924571228636932
"[108.0, 40.1]",Ross Barkley,4275.0,Center Attacking Midfield,0,0,0.7835,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,108.0,40.1,12.000416659433121,36.867749161537496
"[83.7, 35.4]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,0,0.0073143984,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,83.7,35.4,36.59029926086968,12.38151280382017
"[86.4, 43.4]",Harry Arter,3304.0,Left Center Midfield,0,0,0.017779708,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,86.4,43.4,33.771585689748115,13.443460133924415
"[113.2, 26.3]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.06724642,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,113.2,26.3,15.294770348063416,14.015827532152395
"[102.0, 49.8]",Matt Ritchie,3049.0,Right Midfield,0,0,0.034355707,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,102.0,49.8,20.494877408757535,19.61608549068232
"[90.9, 38.2]",Andrew Surman,3344.0,Center Defensive Midfield,0,0,0.026635429,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,90.9,38.2,29.155616954542392,15.595478771797964
"[90.4, 48.7]",Alex Oxlade-Chamberlain,3525.0,Right Wing,0,0,0.03515684,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,90.4,48.7,30.852066381362523,14.199628557816176
"[108.3, 38.3]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.11354268,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.3,38.3,11.822859214251013,37.09585415732166
"[111.2, 50.7]",Alex Oxlade-Chamberlain,3525.0,Right Wing,0,0,0.2123826,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.2,50.7,13.8538803228554,21.809270144964675
"[101.6, 20.5]",Harry Arter,3304.0,Left Center Midfield,0,0,0.010351271,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.6,20.5,26.810632219326724,11.829316518651723
"[89.2, 27.5]",Mathieu Flamini,6631.0,Right Defensive Midfield,0,0,0.013953762,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.2,27.5,33.23988567970714,12.750467931950176
"[100.3, 48.3]",Matt Ritchie,3049.0,Right Midfield,0,1,0.093361914,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.3,48.3,21.37709054104417,19.66616923538587
"[100.8, 62.3]",Matt Ritchie,3049.0,Right Midfield,0,0,0.006268423,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,100.8,62.3,29.42668856667362,10.243969470062414
"[95.5, 53.1]",Matt Ritchie,3049.0,Right Midfield,0,0,0.015694115,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,95.5,53.1,27.782368509542163,14.537033101509829
"[111.4, 50.3]",Adam Smith,6409.0,Right Back,0,0,0.056943372,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,111.4,50.3,13.418271125595869,22.75241353990888
"[106.2, 26.9]",Marc Pugh,3646.0,Left Midfield,0,0,0.06117142,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.2,26.9,19.02761151589973,17.694193157668945
"[104.5, 26.0]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.057645466,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,104.5,26.0,20.886598574205422,16.439351508878286
"[113.0, 45.3]",Olivier Giroud,3604.0,Center Forward,1,0,0.06911106,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.0,45.3,8.780091115700337,42.51087178060939
"[94.2, 30.4]",Dan Gosling,3343.0,Right Center Midfield,0,0,0.028299792,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.2,30.4,27.52816739269071,15.548806765154929
"[94.6, 48.7]",Matt Ritchie,3049.0,Right Midfield,0,0,0.034870196,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.6,48.7,26.848649872945202,16.0816519568137
"[89.0, 44.3]",Junior Stanislas,3463.0,Right Center Midfield,0,0,0.025601748,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.0,44.3,31.296804948748363,14.434461971125783
"[99.4, 58.8]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,0,0.010082669,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,99.4,58.8,27.88906595782655,12.206682809526967
"[106.2, 57.7]",Junior Stanislas,3463.0,Right Center Midfield,0,0,0.026192304,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.2,57.7,22.443930137121708,12.754242994605574
"[96.6, 27.5]",Harry Arter,3304.0,Left Center Midfield,0,0,0.027081033,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.6,27.5,26.529417634015267,15.225298853502704
"[110.1, 45.9]",Joshua King,3346.0,Right Midfield,0,1,0.054553784,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,110.1,45.9,11.52475596270915,34.135940077912274
"[114.6, 28.8]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,0,0.17009999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,114.6,28.8,12.433824833895644,17.311646108846595
"[108.6, 21.7]",Joshua King,3346.0,Right Midfield,0,0,0.010987005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.6,21.7,21.56038033059714,11.485343441336546
"[109.4, 37.7]",Steve Cook,3341.0,Left Center Back,0,1,0.10338652,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,109.4,37.7,10.846658471621566,39.83605051557465
"[101.9, 54.0]",Harry Arter,3304.0,Left Center Midfield,0,0,0.031643253,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.9,54.0,22.882526084329058,15.921242297675073
"[112.5, 45.4]",Damien Delaney,3693.0,Left Center Back,0,0,0.12840255,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.5,45.4,9.241753080449618,40.841078388778804
"[92.3, 31.5]",David Josué Jiménez Silva,3064.0,Left Midfield,0,0,0.023470825,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.3,31.5,28.97481665170636,15.06055371393109
"[112.1, 48.3]",Scott Dann,3407.0,Right Center Back,1,0,0.05838856,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.1,48.3,11.458621208504976,28.72870268495552
"[113.0, 49.5]",Connor Wickham,20641.0,Center Forward,0,1,0.11207048,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,113.0,49.5,11.800423721205947,24.43519797481253
"[99.7, 60.9]",Kelechi Promise Iheanacho,3708.0,Right Center Forward,0,0,0.010338096,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.7,60.9,29.135888522576412,11.033181802865366
"[112.0, 18.3]",David Josué Jiménez Silva,3064.0,Left Midfield,0,0,0.005959275,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.0,18.3,23.127689032845456,7.031361228939947
"[87.4, 49.9]",Fabian Delph,4597.0,Left Defensive Midfield,0,0,0.013601406,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,87.4,49.9,34.07007484582327,12.834007417622715
"[106.4, 47.3]",Scott Dann,3407.0,Right Center Back,0,0,0.021956101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.4,47.3,15.435349040433126,26.08354186472077
"[100.8, 36.6]",Damien Delaney,3693.0,Left Center Back,0,1,0.47019944,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.8,36.6,19.498717906570167,22.867404725232802
"[86.0, 49.0]",Fabian Delph,4597.0,Left Defensive Midfield,0,0,0.01056824,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,86.0,49.0,35.17101079013795,12.558615620888578
"[93.7, 42.1]",David Josué Jiménez Silva,3064.0,Left Midfield,0,1,0.024233907,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,93.7,42.1,26.38370709358334,17.190303649823875
"[91.8, 39.6]",Yohan Cabaye,3277.0,Center Defensive Midfield,0,0,0.045950256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,91.8,39.6,28.202836736753984,16.14326779109685
"[114.3, 28.9]",Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,0,0,0.075123094,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,114.3,28.9,12.477980605851256,18.077394263767868
"[95.1, 27.1]",Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,0,0,0.022690423,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.1,27.1,28.04318098932431,14.496921728872035
"[109.1, 30.0]",Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,0,0,0.099071816,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,109.1,30.0,14.792227688891222,23.265725854184982
"[106.2, 39.5]",Nicolás Hernán Otamendi,3090.0,Right Center Back,0,0,0.0657824,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,106.2,39.5,13.809055000252549,32.291930251841805
"[97.8, 34.0]",Pablo Javier Zabaleta Girod,3052.0,Right Back,0,1,0.02665909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,97.8,34.0,22.996521476084162,19.101319586265074
"[111.0, 35.7]",Fernando Francisco Reges,16003.0,Right Defensive Midfield,1,0,0.06561666,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.0,35.7,9.97446740432791,40.77378518113231
"[106.7, 57.2]",Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,0,0,0.032729033,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.7,57.2,21.742354978244652,13.113755988060545
"[94.7, 43.7]",Joe Ledley,4817.0,Left Center Midfield,0,1,0.035157688,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,94.7,43.7,25.569122002915936,17.606877819612297
"[101.9, 54.1]",Joel Ward,3443.0,Right Back,0,0,0.05290879,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.9,54.1,22.94384449040744,15.838000001369572
"[114.3, 36.7]",Sergio Leonel Agüero del Castillo,3237.0,Center Forward,0,1,0.64138573,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,114.3,36.7,6.586349520030045,59.017769302218255
"[109.5, 25.9]",David Josué Jiménez Silva,3064.0,Left Wing,0,0,0.0343233,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,109.5,25.9,17.580102388780336,15.993929319438335
"[85.2, 44.2]",Yohan Cabaye,3277.0,Center Defensive Midfield,0,0,0.012636748,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,85.2,44.2,35.05253200554847,12.92958971833401
"[94.3, 50.1]",Gnégnéri Yaya Touré,3087.0,Center Attacking Midfield,0,0,0.047377393,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,94.3,50.1,27.613402542968153,15.398547685110836
"[112.0, 36.3]",David Josué Jiménez Silva,3064.0,Left Wing,0,0,0.67307466,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.0,36.3,8.814193099768126,46.05289483644547
"[116.9, 44.4]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,1,0,0.14793143,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,116.9,44.4,5.382378656319151,62.39115846558457
"[114.3, 37.4]",Jamie Vardy,10960.0,Left Center Forward,1,0,0.18206537,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.3,37.4,6.2649820430708365,62.98440152113775
"[90.0, 40.6]",N'Golo Kanté,3961.0,Left Defensive Midfield,0,0,0.030439444,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,90.0,40.6,30.005999400119972,15.183389063539195
"[106.3, 41.2]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.09682274,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.3,41.2,13.752454326410254,32.33586827649377
"[115.0, 40.8]",Olivier Giroud,3604.0,Center Forward,1,0,0.12143231,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.0,40.8,5.0635955604688645,76.4501037432854
"[113.3, 42.2]",Olivier Giroud,3604.0,Center Forward,1,0,0.09223452,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.3,42.2,7.051950084905596,57.81816035038434
"[102.1, 18.1]",N'Golo Kanté,3961.0,Left Defensive Midfield,0,0,0.008433883,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.1,18.1,28.284624798642817,10.350885654930526
"[110.2, 40.9]",Robert Huth,40123.0,Left Center Back,0,0,0.05331437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.2,40.9,9.84123975929862,44.11859600341787
"[108.1, 40.1]",Jamie Vardy,10960.0,Left Center Forward,0,0,0.7835,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,108.1,40.1,11.900420160649796,37.15634507564839
"[105.9, 34.8]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.04587268,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.9,34.8,15.028306624500308,28.259221158479875
"[100.1, 41.5]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,1,0.053782523,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.1,41.5,19.956452590578323,22.610285707547675
"[113.6, 45.1]",Olivier Giroud,3604.0,Center Forward,0,0,0.08587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,45.1,8.183520025025912,45.1289811786964
"[110.2, 35.7]",Olivier Giroud,3604.0,Center Forward,1,0,0.05088333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.2,35.7,10.70186899564744,38.50915179191836
"[107.8, 45.2]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.073448025,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.8,45.2,13.261975720080326,31.402305664704638
"[95.5, 57.1]",Jamie Vardy,10960.0,Left Center Forward,0,1,0.021539835,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.5,57.1,29.877416220282505,12.602693608591
"[105.8, 26.8]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.025033154,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.8,26.8,19.38762491900439,17.5188629421491
"[114.9, 48.5]",Theo Walcott,3668.0,Right Wing,0,1,0.13295656,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,114.9,48.5,9.912618221237008,26.380874846318388
"[110.7, 40.0]",Olivier Giroud,3604.0,Center Forward,0,1,0.084658444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,110.7,40.0,9.299999999999997,46.545808128163976
"[107.8, 35.7]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,1,0.122962445,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.8,35.7,12.935609765295181,32.81991710446351
"[105.6, 27.5]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.10192066,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.6,27.5,19.0685605120051,18.335500275673354
"[101.6, 22.2]",N'Golo Kanté,3961.0,Left Defensive Midfield,0,0,0.021655604,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.6,22.2,25.600781238079442,12.964508660419243
"[105.0, 37.9]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.12547317,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,105.0,37.9,15.146286673637205,29.348957556631685
"[95.6, 29.9]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,0,0.023425415,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.6,29.9,26.40776400985135,15.986036002521878
"[107.7, 38.7]",Olivier Giroud,3604.0,Center Forward,0,0,0.056168295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.7,38.7,12.368508398347794,35.691691964191385
"[115.7, 33.6]",Per Mertesacker,3475.0,Right Center Back,1,0,0.129137,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.7,33.6,7.710382610480492,38.36917413101507
"[110.2, 36.9]",Per Mertesacker,3475.0,Right Center Back,0,0,0.15138869,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.2,36.9,10.278618584226187,41.170085100687004
"[114.5, 42.4]",Daniel Nii Tackie Mensah Welbeck,3569.0,Right Defensive Midfield,0,1,0.3739208,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,114.5,42.4,6.000833275470998,65.54525413034125
"[109.4, 42.9]",Olivier Giroud,3604.0,Center Forward,0,0,0.11055306,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,109.4,42.9,10.989540481748993,38.98643148747767
"[112.2, 42.3]",Olivier Giroud,3604.0,Center Forward,1,0,0.11797575,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.2,42.3,8.132035415564786,51.22281001579047
"[107.5, 38.4]",Aaron Ramsey,3517.0,Left Defensive Midfield,0,1,0.079598874,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.5,38.4,12.601983970788092,35.00090493474952
"[109.1, 42.0]",Theo Walcott,3668.0,Right Wing,0,1,0.14706698,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,109.1,42.0,11.081967334368032,39.22830183482671
"[112.9, 42.3]",Daniel Nii Tackie Mensah Welbeck,3569.0,Right Defensive Midfield,0,0,0.19556941,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.9,42.3,7.46324326281811,55.04861990304041
"[101.7, 39.4]",Idrissa Gana Gueye,3436.0,Center Attacking Midfield,0,1,0.1052825,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,101.7,39.4,18.30983342360055,24.63499625921188
"[96.7, 44.6]",Lewis Grabban,9593.0,Center Attacking Midfield,0,0,0.07588574,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.7,44.6,23.749736840647305,18.783936854441155
"[97.5, 46.3]",Max-Alain Gradel,4416.0,Left Midfield,0,1,0.031074584,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,97.5,46.3,23.365358974344904,18.760625634253355
"[104.1, 27.9]",Charlie Daniels,3345.0,Left Back,0,0,0.048393,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,104.1,27.9,19.9804904844701,18.36225556523695
"[94.1, 44.4]",Ashley Westwood,3583.0,Left Defensive Midfield,0,0,0.026319666,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,94.1,44.4,26.27108676853701,17.084333179322503
"[96.4, 46.6]",Dan Gosling,3343.0,Left Defensive Midfield,0,0,0.045352228,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.4,46.6,24.505509584581173,17.900460155004165
"[100.6, 28.3]",Kieran Richardson,42701.0,Left Midfield,0,1,0.036155682,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.6,28.3,22.655021518418387,17.334011796086322
"[110.1, 44.6]",Tommy Elphick,9626.0,Right Center Back,1,0,0.04777041,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.1,44.6,10.916501271011704,37.51218825324537
"[109.8, 42.2]",Joshua King,3346.0,Center Forward,0,1,0.06461911,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,109.8,42.2,10.434557968596469,41.301018797361515
"[114.8, 46.7]",Steve Cook,3341.0,Left Center Back,0,1,0.16809697,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,114.8,46.7,8.481155581640987,36.64138648075425
"[110.6, 47.6]",Ciaran Clark,3041.0,Left Center Back,1,0,0.03158191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.6,47.6,12.088010589009265,30.02482279413126
"[110.7, 39.1]",Matt Ritchie,3049.0,Right Midfield,0,1,0.06720483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,110.7,39.1,9.34344690143846,46.218875235131314
"[98.9, 50.5]",Andrew Surman,3344.0,Right Defensive Midfield,0,0,0.07214366,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,98.9,50.5,23.568198912941988,17.37518849907766
"[97.6, 37.3]",Andrew Surman,3344.0,Right Defensive Midfield,0,1,0.034104597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,97.6,37.3,22.562136423663436,19.973775493700188
"[108.2, 52.1]",Joshua King,3346.0,Center Forward,0,0,0.25482243,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.2,52.1,16.90118339052032,19.294305213660536
"[114.5, 46.8]",Ciaran Clark,3041.0,Left Center Back,1,0,0.09432655,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.5,46.8,8.745856161634489,36.03187870002868
"[113.6, 40.6]",Steve Cook,3341.0,Left Center Back,1,0,0.10828865,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,40.6,6.4280634719952845,63.68616578908298
"[101.3, 40.7]",Jordan Ayew,3450.0,Left Center Forward,0,0,0.108730584,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.3,40.7,18.713097017864257,24.1162933942672
"[109.3, 45.0]",Rudy Gestede,19362.0,Right Center Forward,1,0,0.040830065,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.3,45.0,11.810588469674153,34.72867576799755
"[98.4, 52.5]",Nemanja Matić,3381.0,Left Defensive Midfield,0,1,0.025694937,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,98.4,52.5,24.95616156383028,15.895251020514188
"[112.7, 50.1]",Diego da Silva Costa,5198.0,Center Forward,0,1,0.11089865,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,112.7,50.1,12.461942063739503,22.74533421779227
"[98.6, 39.3]",Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,0,0,0.21196997,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.6,39.3,21.41144553737557,21.153266924209458
"[92.6, 32.3]",Jonjo Shelvey,3057.0,Left Center Midfield,0,0,0.028058482,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.6,32.3,28.46137733842128,15.432334472305945
"[98.5, 28.1]",Andros Townsend,3297.0,Left Wing,0,0,0.037344325,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.5,28.1,24.57356303021603,16.308772364833285
"[109.6, 45.2]",Moussa Sissoko,3091.0,Right Wing,1,0,0.037311804,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.6,45.2,11.627553482998913,34.914523700037506
"[113.5, 33.2]",Willian Borges da Silva,3472.0,Center Attacking Midfield,0,1,0.35864905,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113.5,33.2,9.406912352095132,35.6533995353083
"[105.4, 44.0]",Branislav Ivanović,5594.0,Right Back,0,1,0.15745965,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.4,44.0,15.138031576133002,28.720326797869493
"[113.5, 33.9]",Branislav Ivanović,5594.0,Right Back,1,0,0.05482941,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.5,33.9,8.914033879226622,39.33166400316812
"[114.1, 49.1]",John Terry,20287.0,Left Center Back,0,0,0.06409552,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.1,49.1,10.845275469069474,24.91371361251203
"[108.3, 41.1]",Georginio Wijnaldum,3567.0,Center Attacking Midfield,0,1,0.11567017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.3,41.1,11.751595636338076,37.47322403781539
"[101.6, 43.1]",Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,0,0,0.29557475,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.6,43.1,18.659314028120118,23.900362916504374
"[93.8, 30.5]",Jonjo Shelvey,3057.0,Left Center Midfield,0,0,0.022936994,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.8,30.5,27.8691585807681,15.404975102987763
"[96.5, 25.1]",Willian Borges da Silva,3472.0,Center Attacking Midfield,0,0,0.03903947,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,96.5,25.1,27.825527847643787,13.92489088361347
"[111.3, 44.5]",Aleksandar Mitrović,4269.0,Center Forward,0,1,0.10428674,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,111.3,44.5,9.794896630388708,41.044557351325025
"[110.2, 38.7]",Jonjo Shelvey,3057.0,Left Center Midfield,0,1,0.12220436,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110.2,38.7,9.885848471426211,43.80867139594041
"[100.5, 44.5]",Jonjo Shelvey,3057.0,Left Center Midfield,0,1,0.05411111,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.5,44.5,20.0124960961895,22.083462958508825
"[106.7, 52.4]",Aleksandar Mitrović,4269.0,Center Forward,0,0,0.04541247,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,106.7,52.4,18.183783984638616,18.68314624866353
"[104.0, 33.6]",Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,0,0,0.35209903,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,104.0,33.6,17.232527382830412,24.493101945848515
